ID;DNI;Ideconomico;Ingresos;GastosMensuales;Balance
4885;42752599;4984;842;379;463
4886;19216384;4985;1299;663;636
4887;32850828;4986;1370;631;739
4888;43163850;4987;955;478;477
4889;71345900;4988;1289;606;683
4890;43123334;4989;1309;629;680
4891;40316393;4990;1404;576;828
4892;24003277;4991;1213;534;679
4893;66744895;4992;1431;587;844
4894;68364438;4993;1152;461;691
4895;43533188;4994;635;312;323
4896;81282469;4995;647;259;388
4897;99253619;4996;1088;457;631
4898;93882432;4997;1112;568;544
4899;21329857;4998;1201;565;636
4900;53920783;4999;831;358;473
4901;4426814;5000;1317;606;711
4902;76728916;5001;673;337;336
4903;22994026;5002;1007;494;513
4904;32885725;5003;1377;648;729
4905;47962324;5004;1384;582;802
4906;41082078;5005;1022;409;613
4907;32907508;5006;1054;464;590
4908;9544948;5007;837;386;451
4909;32930850;5008;1032;516;516
4910;85854240;5009;1328;518;810
4911;32933120;5010;1030;423;607
4912;32938026;5011;954;458;496
4913;32805565;5012;968;397;571
4914;42160559;5013;1068;449;619
4915;42777360;5014;922;379;543
4916;32830123;5015;594;268;326
4917;43053999;5016;508;214;294
4918;32983937;5017;955;411;544
4919;32953851;5018;629;265;364
4920;43074354;5019;725;312;413
4921;44606861;5020;986;395;591
4922;40235023;5021;1053;485;568
4923;42608158;5022;1226;515;711
4924;32860652;5023;1100;429;671
4925;47194951;5024;992;427;565
4926;3661618;5025;1252;539;713
4927;42979280;5026;926;408;518
4928;45155563;5027;1113;435;678
4929;32974163;5028;1340;670;670
4930;32641357;5029;764;360;404
4931;42777369;5030;763;351;412
4932;32775453;5031;787;378;409
4933;10566891;5032;1166;560;606
4934;71468352;5033;675;277;398
4935;32944484;5034;681;321;360
4936;32943219;5035;1438;705;733
4937;34360382;5036;743;320;423
4938;32260767;5037;1342;564;778
4939;41553454;5038;703;338;365
4940;40278180;5039;1397;629;768
4941;32848195;5040;1123;450;673
4942;32885894;5041;1354;610;744
4943;47717685;5042;902;370;532
4944;32938714;5043;1309;629;680
4945;32988513;5044;997;399;598
4946;32942198;5045;1043;532;511
4947;47138770;5046;749;315;434
4948;32984812;5047;1011;405;606
4949;44812048;5048;2393;1053;1340
4950;15613943;5049;1857;929;928
4951;40594778;5050;1515;667;848
4952;19078483;5051;1953;860;1093
4953;44126572;5052;2532;1089;1443
4954;42026952;5053;1180;579;601
4955;43177029;5054;1360;626;734
4956;32764120;5055;704;282;422
4957;32944362;5056;722;289;433
4958;32773486;5057;759;319;440
4959;43783738;5058;1143;538;605
4960;32929419;5059;1218;500;718
4961;19090882;5060;1076;495;581
4962;40385459;5061;1500;735;765
4963;80393576;5062;1183;509;674
4964;43324946;5063;1044;470;574
4965;46636566;5064;1017;478;539
4966;32982630;5065;842;379;463
4967;19040227;5066;992;457;535
4968;40277722;5067;716;330;386
4969;48405647;5068;997;409;588
4970;32130457;5069;1351;581;770
4971;45076183;5070;690;318;372
4972;9475598;5071;961;385;576
4973;70608252;5072;573;270;303
4974;73245286;5073;1107;443;664
4975;48170705;5074;965;483;482
4976;61338239;5075;1118;459;659
4977;75282019;5076;1061;425;636
4978;70608246;5077;656;276;380
4979;61338238;5078;626;301;325
4980;70609673;5079;672;296;376
4981;9548627;5080;1191;477;714
4982;70912188;5081;1359;680;679
4983;70775123;5082;861;397;464
4984;42671724;5083;1214;583;631
4985;61338264;5084;551;254;297
4986;41268410;5085;1015;508;507
4987;32798004;5086;1261;518;743
4988;32793896;5087;1391;585;806
4989;32854007;5088;1207;507;700
4990;32939171;5089;608;311;297
4991;32834136;5090;1005;443;562
4992;32917182;5091;1261;505;756
4993;32766118;5092;1046;471;575
4994;32825403;5093;832;416;416
4995;32918027;5094;1415;581;834
4996;32973110;5095;1296;519;777
4997;32856228;5096;1480;622;858
4998;32772757;5097;1020;470;550
4999;45923160;5098;1206;543;663
5000;80396015;5099;1372;590;782
5001;44952896;5100;1143;526;617
5002;32943395;5101;561;236;325
5003;32138993;5102;1168;479;689
5004;32965908;5103;961;471;490
5005;4002580;5104;1355;610;745
5006;43133569;5105;1112;445;667
5007;32813576;5106;1060;446;614
5008;70228352;5107;924;370;554
5009;44089601;5108;1003;442;561
5010;32847437;5109;764;329;435
5011;32804097;5110;711;278;433
5012;32868328;5111;1052;505;547
5013;32803913;5112;620;286;334
5014;32803692;5113;1296;519;777
5015;42690877;5114;1402;716;686
5016;32857240;5115;566;267;299
5017;32847434;5116;1060;520;540
5018;32961239;5117;1426;642;784
5019;45948128;5118;1062;521;541
5020;41122717;5119;1291;633;658
5021;43813507;5120;973;468;505
5022;41664039;5121;1113;457;656
5023;5407094;5122;929;400;529
5024;47312499;5123;1057;508;549
5025;32975943;5124;759;380;379
5026;73663564;5125;949;447;502
5027;42026664;5126;676;318;358
5028;33324900;5127;871;366;505
5029;45622304;5128;662;292;370
5030;32956584;5129;715;279;436
5031;32819056;5130;1321;555;766
5032;70015365;5131;1015;488;527
5033;32970855;5132;993;437;556
5034;32858325;5133;1400;644;756
5035;32988225;5134;550;220;330
5036;47138695;5135;1189;607;582
5037;32765287;5136;1072;526;546
5038;32911277;5137;897;377;520
5039;45875413;5138;993;467;526
5040;70018407;5139;1340;670;670
5041;32958355;5140;718;309;409
5042;47558693;5141;712;307;405
5043;32836152;5142;1430;615;815
5044;32915181;5143;1387;583;804
5045;42871067;5144;1026;442;584
5046;44022107;5145;694;320;374
5047;42764563;5146;1112;434;678
5048;32986811;5147;1392;683;709
5049;47622521;5148;659;330;329
5050;69326392;5149;977;411;566
5051;33758992;5150;1500;765;735
5052;18158469;5151;701;309;392
5053;44565591;5152;1047;451;596
5054;45371726;5153;718;316;402
5055;42478960;5154;1199;492;707
5056;43425646;5155;1001;421;580
5057;46989637;5156;686;282;404
5058;32909787;5157;1333;600;733
5059;32138606;5158;893;402;491
5060;41128505;5159;1288;529;759
5061;48103134;5160;824;396;428
5062;76129512;5161;1040;500;540
5063;40356757;5162;980;402;578
5064;48458129;5163;1128;463;665
5065;48319940;5164;1038;509;529
5066;43568078;5165;1286;528;758
5067;41588421;5166;1480;696;784
5068;32868749;5167;681;273;408
5069;32909803;5168;1034;424;610
5070;32738793;5169;736;288;448
5071;2833368;5170;792;341;451
5072;66089495;5171;1307;615;692
5073;32952844;5172;587;259;328
5074;32850280;5173;841;404;437
5075;33279335;5174;900;387;513
5076;32849752;5175;790;324;466
5077;41459396;5176;1328;585;743
5078;32733265;5177;1243;622;621
5079;32942740;5178;1497;614;883
5080;32919141;5179;1122;505;617
5081;29071984;5180;1001;451;550
5082;80307873;5181;1201;601;600
5083;32978776;5182;501;241;260
5084;32249994;5183;1228;590;638
5085;45059226;5184;1203;518;685
5086;48659621;5185;562;265;297
5087;32781989;5186;1153;577;576
5088;43148655;5187;1075;441;634
5089;48426817;5188;1413;721;692
5090;32939241;5189;1280;628;652
5091;46657388;5190;630;297;333
5092;46644114;5191;1440;692;748
5093;32978877;5192;1249;550;699
5094;46542620;5193;752;346;406
5095;47322137;5194;825;355;470
5096;40613886;5195;1234;531;703
5097;47652870;5196;513;231;282
5098;32284229;5197;1252;526;726
5099;32921520;5198;1278;524;754
5100;43110257;5199;1049;431;618
5101;8551083;5200;1050;462;588
5102;32913240;5201;1279;538;741
5103;44137847;5202;873;385;488
5104;32963911;5203;1027;473;554
5105;42739130;5204;1118;571;547
5106;46138469;5205;524;242;282
5107;9629451;5206;1491;686;805
5108;76862692;5207;1084;510;574
5109;44545125;5208;1298;662;636
5110;43287024;5209;557;273;284
5111;32892136;5210;772;363;409
5112;76738724;5211;1130;554;576
5113;40025252;5212;931;457;474
5114;40932846;5213;984;483;501
5115;48722650;5214;1074;419;655
5116;32921800;5215;934;383;551
5117;44616705;5216;525;242;283
5118;70015345;5217;1474;723;751
5119;33264208;5218;1131;555;576
5120;47713952;5219;954;439;515
5121;73987681;5220;748;337;411
5122;32963918;5221;705;332;373
5123;87323167;5222;1389;626;763
5124;60761831;5223;1134;567;567
5125;32918334;5224;520;250;270
5126;32984698;5225;928;409;519
5127;44955387;5226;566;233;333
5128;47241793;5227;1068;545;523
5129;40369370;5228;629;271;358
5130;32931808;5229;1360;667;693
5131;32960246;5230;1343;659;684
5132;76862693;5231;545;229;316
5133;48031287;5232;778;382;396
5134;47827443;5233;1370;631;739
5135;32915266;5234;806;379;427
5136;32852617;5235;779;398;381
5137;32927459;5236;1359;626;733
5138;71802390;5237;664;313;351
5139;15978557;5238;1372;645;727
5140;48686308;5239;866;416;450
5141;11451911;5240;759;350;409
5142;76160633;5241;527;222;305
5143;57095140;5242;1267;520;747
5144;32836901;5243;1427;557;870
5145;8830996;5244;619;310;309
5146;46998166;5245;549;220;329
5147;47831144;5246;1030;474;556
5148;70129148;5247;1469;647;822
5149;32847045;5248;1137;546;591
5150;6057584;5249;1153;496;657
5151;32926041;5250;840;395;445
5152;32919376;5251;1173;481;692
5153;26598360;5252;654;334;320
5154;32787391;5253;604;278;326
5155;97261007;5254;1019;469;550
5156;32829072;5255;845;338;507
5157;32736488;5256;662;338;324
5158;47811580;5257;1393;613;780
5159;42979009;5258;702;316;386
5160;45716374;5259;1264;544;720
5161;32772878;5260;844;355;489
5162;10590258;5261;586;264;322
5163;42219837;5262;973;487;486
5164;42490377;5263;914;430;484
5165;32914374;5264;837;377;460
5166;20900645;5265;1340;577;763
5167;45665862;5266;1001;441;560
5168;202945;5267;1212;606;606
5169;47190395;5268;687;282;405
5170;32979107;5269;736;368;368
5171;40998428;5270;1347;539;808
5172;19233934;5271;689;331;358
5173;40003276;5272;980;471;509
5174;43620906;5273;1453;742;711
5175;32910695;5274;1357;570;787
5176;48136592;5275;1296;610;686
5177;32816435;5276;1465;689;776
5178;18094752;5277;573;253;320
5179;32966987;5278;1107;499;608
5180;40329085;5279;1348;580;768
5181;32921283;5280;823;404;419
5182;18135247;5281;1279;512;767
5183;32791811;5282;1143;481;662
5184;32904927;5283;1282;629;653
5185;46185513;5284;662;318;344
5186;32902832;5285;941;433;508
5187;32912666;5286;1057;518;539
5188;43333768;5287;715;344;371
5189;32955032;5288;1245;548;697
5190;32992454;5289;545;257;288
5191;44252953;5290;1110;522;588
5192;19098962;5291;1366;643;723
5193;32824133;5292;591;278;313
5194;19570386;5293;1277;613;664
5195;3690975;5294;1009;394;615
5196;32950856;5295;1164;454;710
5197;46353764;5296;1259;580;679
5198;32973321;5297;1473;604;869
5199;46822842;5298;629;265;364
5200;42002836;5299;1125;529;596
5201;32961865;5300;533;251;282
5202;77205829;5301;1298;649;649
5203;33989059;5302;1257;629;628
5204;32871401;5303;950;466;484
5205;48049721;5304;1425;642;783
5206;44763338;5305;1056;412;644
5207;41234534;5306;680;300;380
5208;70055547;5307;936;431;505
5209;43436371;5308;542;255;287
5210;32226195;5309;1029;433;596
5211;72885620;5310;1476;591;885
5212;80198983;5311;555;239;316
5213;71470118;5312;1053;527;526
5214;48074667;5313;1047;514;533
5215;47538697;5314;1211;497;714
5216;76179074;5315;1064;426;638
5217;98696640;5316;813;366;447
5218;72687466;5317;1308;563;745
5219;71041944;5318;918;441;477
5220;42568275;5319;1010;415;595
5221;32945585;5320;1069;546;523
5222;32918460;5321;1475;635;840
5223;73519159;5322;954;411;543
5224;72128783;5323;1150;460;690
5225;73516903;5324;1221;538;683
5226;32989135;5325;697;321;376
5227;41103716;5326;592;285;307
5228;44561954;5327;786;378;408
5229;32960075;5328;1010;404;606
5230;45976665;5329;1490;582;908
5231;47387175;5330;988;494;494
5232;45158191;5331;584;234;350
5233;41219994;5332;1106;553;553
5234;42485223;5333;1340;590;750
5235;40053819;5334;1414;707;707
5236;32969069;5335;1438;619;819
5237;33676332;5336;1295;570;725
5238;32970937;5337;1185;534;651
5239;83147613;5338;847;407;440
5240;41825863;5339;704;352;352
5241;32992206;5340;530;255;275
5242;32852369;5341;1390;612;778
5243;32831664;5342;861;345;516
5244;32972080;5343;1032;486;546
5245;32977327;5344;1119;538;581
5246;48481426;5345;710;306;404
5247;43269919;5346;616;278;338
5248;41239255;5347;1106;498;608
5249;73897526;5348;1385;679;706
5250;32138632;5349;1300;598;702
5251;32952964;5350;1161;500;661
5252;32793577;5351;1066;470;596
5253;32904050;5352;1217;487;730
5254;41170722;5353;1355;624;731
5255;41380808;5354;870;401;469
5256;40961472;5355;1210;533;677
5257;74278942;5356;822;346;476
5258;48370603;5357;827;364;463
5259;43255460;5358;1319;634;685
5260;16128593;5359;1206;519;687
5261;10566010;5360;1474;590;884
5262;47767805;5361;1459;657;802
5263;47615754;5362;866;442;424
5264;44667635;5363;786;370;416
5265;32850696;5364;530;250;280
5266;42949598;5365;973;487;486
5267;99757882;5366;720;353;367
5268;32854408;5367;762;343;419
5269;28236442;5368;869;365;504
5270;32907165;5369;1038;468;570
5271;40274673;5370;1290;529;761
5272;32854430;5371;994;448;546
5273;3377694;5372;1033;507;526
5274;32804540;5373;618;297;321
5275;47843855;5374;1003;452;551
5276;40513888;5375;600;240;360
5277;46253233;5376;812;358;454
5278;46105453;5377;549;259;290
5279;32738619;5378;906;453;453
5280;47336347;5379;902;370;532
5281;32822884;5380;1374;660;714
5282;32803768;5381;1005;503;502
5283;32787346;5382;1456;714;742
5284;32920330;5383;983;433;550
5285;3377610;5384;555;228;327
5286;19060030;5385;1427;714;713
5287;45518870;5386;623;293;330
5288;32957020;5387;935;374;561
5289;46881378;5388;830;332;498
5290;32967238;5389;1390;640;750
5291;47154021;5390;564;266;298
5292;73030821;5391;1131;543;588
5293;44795193;5392;1378;593;785
5294;48475806;5393;1373;687;686
5295;76442956;5394;702;323;379
5296;32960873;5395;934;383;551
5297;41757433;5396;994;428;566
5298;48255569;5397;1285;617;668
5299;7940683;5398;1334;547;787
5300;32869995;5399;536;215;321
5301;45246948;5400;680;272;408
5302;32925159;5401;678;339;339
5303;40117366;5402;1382;664;718
5304;32782615;5403;768;369;399
5305;45273653;5404;1200;576;624
5306;42778683;5405;602;241;361
5307;80262607;5406;1324;596;728
5308;32791717;5407;1003;412;591
5309;40424764;5408;1168;538;630
5310;17914776;5409;1396;698;698
5311;32912103;5410;745;336;409
5312;47172451;5411;924;435;489
5313;79455912;5412;680;320;360
5314;994145;5413;1086;500;586
5315;47296018;5414;1481;741;740
5316;48149315;5415;1163;524;639
5317;45981845;5416;975;410;565
5318;32929944;5417;695;292;403
5319;45931759;5418;871;445;426
5320;41652618;5419;818;369;449
5321;48279187;5420;1127;553;574
5322;48519225;5421;811;374;437
5323;45423488;5422;565;226;339
5324;32948583;5423;1082;444;638
5325;32854534;5424;1369;534;835
5326;53492552;5425;1041;521;520
5327;42900440;5426;849;408;441
5328;32764460;5427;989;406;583
5329;71044278;5428;1379;607;772
5330;40458734;5429;748;292;456
5331;32917491;5430;1162;454;708
5332;43164394;5431;957;460;497
5333;44966324;5432;726;334;392
5334;47844859;5433;1268;584;684
5335;47278873;5434;528;270;258
5336;80337132;5435;1212;619;593
5337;47216314;5436;750;338;412
5338;32733095;5437;772;379;393
5339;32948025;5438;572;264;308
5340;32807019;5439;802;361;441
5341;32935992;5440;966;474;492
5342;32735924;5441;769;308;461
5343;43860433;5442;1310;669;641
5344;71047569;5443;685;329;356
5345;32910114;5444;782;368;414
5346;32937059;5445;1045;418;627
5347;32936629;5446;811;341;470
5348;72180041;5447;1456;597;859
5349;32936739;5448;838;352;486
5350;32934434;5449;915;385;530
5351;32935153;5450;663;266;397
5352;32964166;5451;842;337;505
5353;40821775;5452;1298;546;752
5354;42529811;5453;820;361;459
5355;32912360;5454;682;301;381
5356;32821529;5455;536;268;268
5357;32803571;5456;1038;436;602
5358;41276227;5457;1158;510;648
5359;32978971;5458;884;363;521
5360;73853627;5459;1356;624;732
5361;32965345;5460;727;364;363
5362;59097232;5461;734;367;367
5363;48736576;5462;1020;439;581
5364;45673987;5463;1412;565;847
5365;47013399;5464;1325;650;675
5366;46305351;5465;1047;482;565
5367;32867431;5466;1397;587;810
5368;46142554;5467;603;284;319
5369;44810229;5468;1447;579;868
5370;77034814;5469;1123;461;662
5371;32542572;5470;833;334;499
5372;41664045;5471;1358;652;706
5373;19677069;5472;1479;725;754
5374;76512802;5473;580;261;319
5375;32953263;5474;2678;1232;1446
5376;47902414;5475;1720;706;1014
5377;42490378;5476;1597;719;878
5378;45589042;5477;2591;1218;1373
5379;32955403;5478;2216;998;1218
5380;14968203;5479;1726;708;1018
5381;46974699;5480;2645;1085;1560
5382;46180930;5481;1839;902;937
5383;32846394;5482;2623;1312;1311
5384;47514042;5483;2256;1038;1218
5385;47595580;5484;1651;809;842
5386;86621316;5485;2372;949;1423
5387;74703682;5486;1650;759;891
5388;32885244;5487;1946;818;1128
5389;46781591;5488;1174;587;587
5390;41162560;5489;833;359;474
5391;32883681;5490;722;340;382
5392;32885075;5491;1157;498;659
5393;47586442;5492;1475;723;752
5394;32870738;5493;1286;515;771
5395;44662460;5494;1093;492;601
5396;42258009;5495;926;445;481
5397;32885174;5496;642;296;346
5398;32950125;5497;820;378;442
5399;8673520;5498;1406;675;731
5400;32883437;5499;1494;673;821
5401;47790156;5500;1398;616;782
5402;32885365;5501;1141;548;593
5403;32884455;5502;927;362;565
5404;32879599;5503;1488;670;818
5405;32907687;5504;956;383;573
5406;45053858;5505;785;369;416
5407;43611873;5506;817;368;449
5408;32950188;5507;1404;660;744
5409;32880576;5508;1367;602;765
5410;48630025;5509;689;338;351
5411;32884238;5510;805;379;426
5412;44565685;5511;929;409;520
5413;32950233;5512;1069;503;566
5414;32827721;5513;1299;572;727
5415;32734855;5514;1480;622;858
5416;32884278;5515;960;461;499
5417;60305816;5516;1263;632;631
5418;32884372;5517;902;370;532
5419;45345502;5518;799;320;479
5420;26482943;5519;558;257;301
5421;17930923;5520;1366;697;669
5422;40278185;5521;905;381;524
5423;32922781;5522;560;258;302
5424;32869541;5523;826;364;462
5425;32842468;5524;504;222;282
5426;32968341;5525;1126;496;630
5427;26958826;5526;1103;486;617
5428;32278401;5527;854;393;461
5429;32844186;5528;1481;667;814
5430;46997262;5529;977;430;547
5431;41188877;5530;1269;521;748
5432;32735127;5531;710;306;404
5433;44560892;5532;1379;676;703
5434;45313615;5533;938;451;487
5435;40652585;5534;1155;497;658
5436;32107133;5535;1102;430;672
5437;32941451;5536;700;294;406
5438;48530569;5537;1184;486;698
5439;32969006;5538;1049;452;597
5440;42159516;5539;727;335;392
5441;46382839;5540;861;362;499
5442;44201759;5541;1060;456;604
5443;40665497;5542;1126;552;574
5444;43560494;5543;853;376;477
5445;80248755;5544;1219;500;719
5446;40692502;5545;824;322;502
5447;45391184;5546;553;238;315
5448;32979052;5547;645;265;380
5449;32820129;5548;817;327;490
5450;72937211;5549;1234;543;691
5451;32977385;5550;970;427;543
5452;45514867;5551;1067;427;640
5453;40186124;5552;665;313;352
5454;45612868;5553;522;209;313
5455;41561416;5554;814;326;488
5456;43255213;5555;1151;461;690
5457;17635910;5556;1175;470;705
5458;40918519;5557;547;258;289
5459;32986399;5558;575;259;316
5460;32981320;5559;900;414;486
5461;17892717;5560;991;437;554
5462;32856092;5561;1325;663;662
5463;64830037;5562;809;324;485
5464;32974111;5563;1428;672;756
5465;32265107;5564;1457;714;743
5466;42491766;5565;1471;707;764
5467;32904726;5566;515;263;252
5468;44964579;5567;594;280;314
5469;32911341;5568;978;421;557
5470;17883299;5569;805;395;410
5471;80194437;5570;533;272;261
5472;32928492;5571;573;241;332
5473;38041871;5572;1072;547;525
5474;32971448;5573;1136;444;692
5475;32820696;5574;660;330;330
5476;32812262;5575;1330;599;731
5477;46884263;5576;586;282;304
5478;32966691;5577;1042;417;625
5479;32963792;5578;884;416;468
5480;32764865;5579;634;317;317
5481;32948912;5580;1285;540;745
5482;32542842;5581;1013;426;587
5483;61746678;5582;1327;637;690
5484;32968183;5583;754;362;392
5485;32912683;5584;614;271;343
5486;32541973;5585;1240;534;706
5487;32925072;5586;1452;683;769
5488;32945953;5587;699;301;398
5489;43674180;5588;1424;584;840
5490;32989286;5589;619;273;346
5491;47194804;5590;656;276;380
5492;44332352;5591;644;310;334
5493;19060843;5592;1104;453;651
5494;77388041;5593;666;280;386
5495;32963706;5594;883;416;467
5496;32855705;5595;666;280;386
5497;46676627;5596;1500;585;915
5498;32855746;5597;628;289;339
5499;32845257;5598;643;303;340
5500;76552729;5599;1057;476;581
5501;32973772;5600;748;315;433
5502;42662020;5601;536;220;316
5503;71046224;5602;557;240;317
5504;32945383;5603;934;421;513
5505;32835038;5604;714;322;392
5506;45578091;5605;1453;654;799
5507;9452257;5606;841;387;454
5508;70216502;5607;1103;464;639
5509;42250135;5608;979;402;577
5510;45006995;5609;522;225;297
5511;42867718;5610;1237;557;680
5512;32964956;5611;742;327;415
5513;76237006;5612;586;241;345
5514;32949164;5613;945;416;529
5515;41263199;5614;909;391;518
5516;45328813;5615;1440;605;835
5517;56298005;5616;914;357;557
5518;44268734;5617;691;311;380
5519;32851769;5618;1373;660;713
5520;32640047;5619;1282;552;730
5521;32840457;5620;1134;556;578
5522;32910501;5621;1483;757;726
5523;80309774;5622;1139;559;580
5524;45189589;5623;1249;513;736
5525;40070704;5624;1265;646;619
5526;32926534;5625;1453;654;799
5527;80927;5626;1418;582;836
5528;32834536;5627;718;288;430
5529;45774055;5628;1143;538;605
5530;32964630;5629;1182;556;626
5531;32772509;5630;1394;670;724
5532;32908575;5631;947;436;511
5533;3376201;5632;547;258;289
5534;99119186;5633;1158;579;579
5535;74339581;5634;516;217;299
5536;49900440;5635;689;304;385
5537;32861770;5636;1169;562;607
5538;33260208;5637;629;258;371
5539;32943144;5638;705;346;359
5540;32828198;5639;1182;473;709
5541;32910748;5640;544;278;266
5542;32963631;5641;646;252;394
5543;45620327;5642;1070;471;599
5544;32848613;5643;618;266;352
5545;32991511;5644;1353;623;730
5546;73384344;5645;1236;495;741
5547;80204700;5646;544;251;293
5548;74022388;5647;647;318;329
5549;27872313;5648;1445;636;809
5550;80332068;5649;938;366;572
5551;47642737;5650;677;285;392
5552;43718093;5651;565;277;288
5553;43036645;5652;1449;696;753
5554;327590;5653;1302;638;664
5555;48340066;5654;1495;658;837
5556;80192324;5655;698;343;355
5557;72943251;5656;637;319;318
5558;45136613;5657;988;465;523
5559;6196307;5658;921;424;497
5560;32733885;5659;537;258;279
5561;42756181;5660;1467;749;718
5562;43544936;5661;682;301;381
5563;33262919;5662;1079;540;539
5564;33265434;5663;1470;647;823
5565;32859768;5664;520;224;296
5566;32954617;5665;588;242;346
5567;33259880;5666;1001;471;530
5568;40685816;5667;1317;567;750
5569;46219044;5668;892;393;499
5570;46380897;5669;763;367;396
5571;80200937;5670;1131;476;655
5572;19994757;5671;989;485;504
5573;19600968;5672;1063;532;531
5574;41109910;5673;1387;597;790
5575;44773847;5674;605;261;344
5576;70012220;5675;713;293;420
5577;33264560;5676;1000;490;510
5578;32982764;5677;1385;693;692
5579;53758346;5678;1040;437;603
5580;328342;5679;1218;536;682
5581;44841884;5680;771;394;377
5582;80200573;5681;1404;660;744
5583;40740372;5682;1431;730;701
5584;77573857;5683;1119;482;637
5585;71327691;5684;640;314;326
5586;70012294;5685;905;381;524
5587;47353377;5686;600;246;354
5588;32957381;5687;961;452;509
5589;80353801;5688;623;300;323
5590;32961902;5689;625;263;362
5591;46884268;5690;903;443;460
5592;47268007;5691;1071;493;578
5593;45246929;5692;1194;514;680
5594;70012320;5693;881;388;493
5595;32911374;5694;1016;458;558
5596;72880593;5695;1321;608;713
5597;32987689;5696;1179;519;660
5598;32828430;5697;828;406;422
5599;875818;5698;724;348;376
5600;32732812;5699;706;325;381
5601;32941280;5700;1475;723;752
5602;9787829;5701;551;282;269
5603;32916686;5702;1026;493;533
5604;32853550;5703;1034;517;517
5605;32927434;5704;551;232;319
5606;43354395;5705;1379;566;813
5607;44045978;5706;517;243;274
5608;32820851;5707;1472;707;765
5609;45658995;5708;1152;484;668
5610;32967241;5709;670;289;381
5611;18835893;5710;971;467;504
5612;45392475;5711;599;234;365
5613;86033747;5712;1149;552;597
5614;47551240;5713;1263;619;644
5615;80596445;5714;1224;564;660
5616;32911310;5715;887;417;470
5617;32795654;5716;1201;601;600
5618;32855048;5717;1264;569;695
5619;32807873;5718;502;236;266
5620;32739412;5719;839;403;436
5621;43626746;5720;933;392;541
5622;32851775;5721;1293;647;646
5623;33250390;5722;599;276;323
5624;47608599;5723;1313;631;682
5625;76618210;5724;822;403;419
5626;32784635;5725;1422;598;824
5627;32937558;5726;969;378;591
5628;32865526;5727;1038;468;570
5629;32984713;5728;1028;401;627
5630;41954860;5729;1253;589;664
5631;17562784;5730;660;297;363
5632;47318535;5731;760;342;418
5633;32937727;5732;535;241;294
5634;32984100;5733;1457;627;830
5635;42428042;5734;570;257;313
5636;44792193;5735;1390;584;806
5637;41700385;5736;1011;486;525
5638;43577318;5737;993;418;575
5639;32975990;5738;816;392;424
5640;32737639;5739;1275;510;765
5641;32789933;5740;717;337;380
5642;31179181;5741;624;244;380
5643;47634048;5742;1150;483;667
5644;8644583;5743;1479;666;813
5645;18103744;5744;1250;588;662
5646;70118869;5745;1399;574;825
5647;46437523;5746;997;389;608
5648;26732474;5747;1290;542;748
5649;32737755;5748;935;421;514
5650;18116509;5749;1315;632;683
5651;32933421;5750;741;289;452
5652;32844920;5751;526;269;257
5653;32740868;5752;1211;473;738
5654;47022915;5753;585;281;304
5655;76854681;5754;1388;583;805
5656;43993602;5755;579;267;312
5657;32821253;5756;1358;612;746
5658;11523113;5757;1336;642;694
5659;40970947;5758;781;344;437
5660;44383760;5759;850;434;416
5661;32922944;5760;862;397;465
5662;80180177;5761;1334;534;800
5663;48453295;5762;1242;497;745
5664;46931611;5763;1089;480;609
5665;71806984;5764;1242;510;732
5666;42482168;5765;536;236;300
5667;64901873;5766;914;457;457
5668;17113777;5767;721;332;389
5669;85364272;5768;1327;584;743
5670;91430433;5769;1439;634;805
5671;32865259;5770;1251;538;713
5672;17889654;5771;786;393;393
5673;44884056;5772;600;258;342
5674;74420488;5773;1143;481;662
5675;32925232;5774;1295;635;660
5676;61559554;5775;1267;520;747
5677;42231366;5776;766;383;383
5678;32542354;5777;873;411;462
5679;43341740;5778;928;372;556
5680;41388056;5779;1199;516;683
5681;32840253;5780;942;471;471
5682;10440058;5781;863;406;457
5683;32833098;5782;1413;650;763
5684;32804573;5783;631;247;384
5685;32765469;5784;1076;420;656
5686;49276286;5785;516;217;299
5687;70169841;5786;532;251;281
5688;32785886;5787;966;426;540
5689;46818492;5788;807;412;395
5690;41771935;5789;1295;583;712
5691;32910300;5790;560;230;330
5692;32957494;5791;1451;697;754
5693;80336989;5792;519;224;295
5694;45955919;5793;803;362;441
5695;48263330;5794;1252;626;626
5696;2767372;5795;1462;615;847
5697;41088636;5796;524;236;288
5698;32866677;5797;1479;607;872
5699;41161354;5798;1164;536;628
5700;71345935;5799;1087;479;608
5701;32833678;5800;507;224;283
5702;41180374;5801;753;354;399
5703;80330102;5802;536;258;278
5704;32833217;5803;648;331;317
5705;10779378;5804;1149;586;563
5706;43171395;5805;511;220;291
5707;47581023;5806;644;252;392
5708;42358104;5807;1281;590;691
5709;32975433;5808;1413;566;847
5710;80587485;5809;835;368;467
5711;67617664;5810;1000;440;560
5712;40589542;5811;853;436;417
5713;22267358;5812;690;283;407
5714;43747717;5813;723;326;397
5715;32781556;5814;1431;659;772
5716;45814397;5815;1416;595;821
5717;40724529;5816;516;258;258
5718;44606890;5817;969;485;484
5719;7600343;5818;536;226;310
5720;17984095;5819;917;413;504
5721;3465087;5820;523;225;298
5722;73768374;5821;1410;635;775
5723;80574470;5822;594;286;308
5724;32733970;5823;813;374;439
5725;32826112;5824;769;308;461
5726;40631742;5825;848;365;483
5727;47763850;5826;1241;609;632
5728;17857712;5827;684;322;362
